id,group,site,mound,grave,name,raion,oblast,latitude,longitude,interment,sex,age,grave_type,shaft,gangway,steps,dromos,entrance_screen,boards,organic_lining,body_position,leg_position,ochre,charcoal,chalk,fire,mask,tar,animal_bones,axe_hammer,macehead,arrowhead,spearhead,bow,bronze_knife,bola,wooden_javelin,polishing_plate,arrow_straightener,awl,grindstone,scraper,punch,hammerstone,perforator,casting_mould,tuyere,digging_tool,adze,melting_pot,flint_knife,wooden_cup,wooden_bowl,pottery,body_ornament
239,Donetsk-Luhansk,Voroshilovgrad Trikotazhnaya Fabrika,2,1,Voroshilovgrad Trikotazhnaya Fabrika 2/1,Luhansk,Luhansk,48.58,39.33,single,NA,juvenile,pit with niche,h elliptical,present,present,present,present,absent,present,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
240,Donetsk-Luhansk,Voroshilovgrad VSHI,1,2,Voroshilovgrad VSHI 1/2,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,h rectangular,absent,present,absent,present,absent,present,supine,bent,present,present,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent
241,Donetsk-Luhansk,Voroshilovgrad VSHI,1,4,Voroshilovgrad VSHI 1/4,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,h rectangular,absent,present,absent,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
242,Donetsk-Luhansk,Voroshilovgrad VSHI,1,5,Voroshilovgrad VSHI 1/5,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,h rectangular,absent,present,present,absent,absent,absent,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
243,Donetsk-Luhansk,Voroshilovgrad VSHI,2B,3,Voroshilovgrad VSHI 2B/3,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,t rectangular,present,present,present,present,absent,absent,left side,bent,absent,absent,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
244,Donetsk-Luhansk,Voroshilovgrad VSHI,2B,4,Voroshilovgrad VSHI 2B/4,Luhansk,Luhansk,48.58,39.33,single,NA,adult,NA,NA,absent,present,absent,present,absent,present,left side,bent,present,present,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
245,Donetsk-Luhansk,Voroshilovgrad VSHI,2B,5,Voroshilovgrad VSHI 2B/5,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,h rectangular,absent,present,absent,present,absent,present,left side,bent,present,absent,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
246,Donetsk-Luhansk,Voroshilovgrad VSHI,2B,7,Voroshilovgrad VSHI 2B/7,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,t rectangular,absent,present,present,absent,absent,present,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
247,Donetsk-Luhansk,Voroshilovgrad VSHI,2B,9,Voroshilovgrad VSHI 2B/9,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,t rectangular,present,present,present,present,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
248,Donetsk-Luhansk,Voroshilovgrad VSHI,2B,10,Voroshilovgrad VSHI 2B/10,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,t elliptical,absent,present,absent,absent,absent,present,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
249,Donetsk-Luhansk,Voroshilovgrad VSHI,2B,11,Voroshilovgrad VSHI 2B/11,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,h rectangular,absent,present,absent,present,absent,absent,supine,bent,absent,absent,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
250,Donetsk-Luhansk,Voroshilovgrad VSHI,3,2,Voroshilovgrad VSHI 3/2,Luhansk,Luhansk,48.58,39.33,single,NA,adult,NA,NA,absent,absent,absent,present,absent,present,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
251,Donetsk-Luhansk,Voroshilovgrad VSHI,3,3,Voroshilovgrad VSHI 3/3,Luhansk,Luhansk,48.58,39.33,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
252,Donetsk-Luhansk,Voroshilovgrad VSHI,3,4,Voroshilovgrad VSHI 3/4,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,t rectangular,absent,present,absent,present,absent,present,supine,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
253,Donetsk-Luhansk,Voroshilovgrad VSHI,3,7,Voroshilovgrad VSHI 3/7,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,circular,absent,present,absent,present,absent,absent,supine,extended,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
254,Donetsk-Luhansk,Voroshilovgrad VSHI,3,11,Voroshilovgrad VSHI 3/11,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,h rectangular,absent,present,absent,present,absent,absent,left side,bent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
255,Donetsk-Luhansk,Voroshilovgrad VSHI,3,13,Voroshilovgrad VSHI 3/13,Luhansk,Luhansk,48.58,39.33,single,NA,juvenile,NA,NA,absent,absent,absent,present,absent,absent,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
256,Donetsk-Luhansk,Voroshilovgrad VSHI,3,14,Voroshilovgrad VSHI 3/14,Luhansk,Luhansk,48.58,39.33,single,NA,adult,pit with niche,circular,absent,present,absent,present,absent,absent,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
257,Donetsk-Luhansk,Voroshilovgrad VSHI,3,15,Voroshilovgrad VSHI 3/15,Luhansk,Luhansk,48.58,39.33,single,NA,adult,NA,NA,absent,absent,absent,present,absent,absent,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent
258,Donetsk-Luhansk,Voroshilovgrad VSHI,3,16,Voroshilovgrad VSHI 3/16,Luhansk,Luhansk,48.58,39.33,cenotaph,NA,NA,NA,NA,absent,absent,absent,present,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present,absent,absent,present,absent,present,absent,present,present
259,Donetsk-Luhansk,Voroshilovgrad VSHI,3,18,Voroshilovgrad VSHI 3/18,Luhansk,Luhansk,48.58,39.33,single,NA,juvenile,pit with niche,circular,absent,present,absent,absent,absent,absent,NA,NA,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
260,Donetsk-Luhansk,Voroshilovgrad VSHI,3,19,Voroshilovgrad VSHI 3/19,Luhansk,Luhansk,48.58,39.33,single,NA,NA,pit with niche,t rectangular,absent,present,absent,absent,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
261,Donetsk-Luhansk,Voroshilovgrad VSHI,5,2,Voroshilovgrad VSHI 5/2,Luhansk,Luhansk,48.58,39.33,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
262,Donetsk-Luhansk,Voroshilovgrad VSHI,5,4,Voroshilovgrad VSHI 5/4,Luhansk,Luhansk,48.58,39.33,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
263,Donetsk-Luhansk,Zhitenko,2,3,Zhitenko 2/3,Amvrosyevka,Donetsk,47.8,38.68,single,NA,adult,NA,NA,absent,absent,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
264,Donetsk-Luhansk,Zhitenko,4,2,Zhitenko 4/2,Amvrosyevka,Donetsk,47.8,38.68,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
265,Donetsk-Luhansk,Znamianka,1,5,Znamianka 1/5,Antratsyt,Luhansk,48.75,38.91,single,NA,adult,pit with niche,circular,absent,present,present,absent,absent,present,supine,extended,present,absent,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
266,Donetsk-Luhansk,Znamianka,1,9,Znamianka 1/9,Antratsyt,Luhansk,48.75,38.91,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,present,left side,bent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
267,Donetsk-Luhansk,Znamianka,2,3,Znamianka 2/3,Antratsyt,Luhansk,48.75,38.91,single,NA,juvenile,NA,NA,absent,absent,absent,absent,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
268,Donetsk-Luhansk,Znamianka,2,7,Znamianka 2/7,Antratsyt,Luhansk,48.75,38.91,single,NA,NA,pit with niche,h elliptical,absent,present,present,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
269,Ingul,Bilogradovka,*,7,Bilogradovka */7,Bashtankiy,Mykolaiv,47.4,32.45,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,present
270,Ingul,Bilogradovka,*,9,Bilogradovka */9,Bashtankiy,Mykolaiv,47.4,32.45,single,NA,adult,pit with niche,h elliptical,absent,absent,absent,present,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
271,Ingul,Bilogradovka,*,10,Bilogradovka */10,Bashtankiy,Mykolaiv,47.4,32.45,single,NA,NA,pit with niche,h elliptical,absent,present,present,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
272,Ingul,Bilogradovka,*,13,Bilogradovka */13,Bashtankiy,Mykolaiv,47.4,32.45,single,NA,adult,pit with niche,circular,absent,absent,absent,present,absent,present,supine,extended,present,present,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
273,Ingul,Bilogradovka,*,17,Bilogradovka */17,Bashtankiy,Mykolaiv,47.4,32.45,single,NA,adult,catacomb,t elliptical,present,present,present,absent,absent,present,supine,extended,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
274,Ingul,Bilogradovka,*,20,Bilogradovka */20,Bashtankiy,Mykolaiv,47.4,32.45,single,NA,NA,pit with niche,h elliptical,absent,absent,absent,present,absent,present,NA,NA,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
275,Ingul,Bilogradovka,*,23,Bilogradovka */23,Bashtankiy,Mykolaiv,47.4,32.45,single,NA,adult,catacomb,t elliptical,present,present,present,absent,absent,present,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
276,Ingul,Bilogradovka,*,28,Bilogradovka */28,Bashtankiy,Mykolaiv,47.4,32.45,single,NA,adult,pit with niche,h rectangular,absent,present,absent,present,absent,present,supine,extended,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
277,Ingul,Kristoforovka,1,3,Kristoforovka 1/3,Bashtankiy,Mykolaiv,47.27,32.26,single,NA,adult,pit with niche,h elliptical,absent,absent,absent,absent,absent,present,supine,extended,present,absent,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
278,Ingul,Kristoforovka,1,4,Kristoforovka 1/4,Bashtankiy,Mykolaiv,47.27,32.26,single,NA,NA,NA,NA,absent,absent,absent,absent,absent,present,supine,extended,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
